Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Item Count,Revenue,Cost of Goods,Gross Profit,Margin,Tax
Sucrine lettuce (chemical free),341043,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,67,45,22,0.328358,0
Yaki nori sheets,Yakinorisheets,,NGS,El_Ansary,Japanese cuisine,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,66.5,53.2,13.3,0.2,0
Chicken Breasts (chemical free),531001,,,Yasmine organic,Poultry,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,66,46.75,19.25,0.291667,0
Neem Leaf Powder (organic),281061,,,HV,Food supplements,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,66,56.25,9.75,0.147727,0
Gardens orange juice(100% Natural Juice),Gardensorangejuice100NaturalJuice,,,Auf,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,66,52.5,13.5,0.204545,0
Cabbage,Cabbage,,NGS,Agrovate,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,4,0,0,0,0,0,0,0,0,0,11,66,43.42,22.58,0.342121,0
Flour & yeast mix ( gluten free ),301010,,,international company,Baking products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,66,44,22,0.333333,0
Tulsi original (organic),601001,,,Semillas,Herbal Drinks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,66,49.5,16.5,0.25,0
Finn crisp garlic,Finncrispgarlic,,,Food stores,Crackers,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,66,50.6,15.4,0.233333,0
Hurghada - City Center,Hurghada-CityCenter,,Freight,Freight,,,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,65,0,65,1,0
Sugar and jojoba body scrub,Sugarandjojobabodyscrub,,Nefertari,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,65,48.5,16.5,0.253846,0
Oak leaf lettuce,Oakleaflettuce,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,64,50,14,0.21875,0
Cucumber ( chemical free ),461006,,,NGS,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,63,0,63,1,0
Spelt & Rye crackers (cumin),401005,,,Ovio,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,63,48,15,0.238095,0
Bitter melon powder,201069-51,,"Starwest Botanicals,Inc.",HV,Herbal pharmacy,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63,54,9,0.142857,0
Spinach ( chemical free ),501034,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,63,34,29,0.460317,0
Thyme ( chemical free ),Thyme,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,5,62.5,44,18.5,0.296,0
Brown Rice,6.22108E+12,,imtenan,imtenan,Rice & Pasta,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62.4,48,14.4,0.230769,0
Green Curly lettuce (chemical free),341018,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,8,62,40,22,0.354839,0
Oat  (classic),Oat(classic),,BetterOats,trade master ,Cereal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,49.5,12.5,0.201613,0
MU 16 tea (strength and vitality) - George Oshoa,281058,,,HV,Herbal Drinks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,62,45,17,0.274194,0
Oat (Apples & Cinnamon),Oat(ApplesCinnamon),,BetterOats,trade master ,Cereal,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,62,49.5,12.5,0.201613,0
Mixed berries Oat Biscuits,MixedberriesOatBiscuits,,Nairn's,mmb,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,48.08,12.92,0.211803,0
Fruit & Spice Oat Biscuits,FruitSpiceOatBiscuits,,Nairn's,mmb,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,61,48.08,12.92,0.211803,0
Red Curly Frisee,RedCurlyFrisee,,NGS,Offah,Fresh Produce,,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60.95,46.9,14.05,0.230517,0
Tomato (chemical free),Tomatochemicalfree,,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,10,60.73,46.75,13.98,0.230199,0
Yellow onions ( Chemical free ),YellowonionsChemicalfree,,NGS,Bio land,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,6,60,43.38,16.62,0.277,0
Spicy peach jam,Spicypeachjam,,NGS,Giovanna,Jams and Spreads,,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,60,30,30,0.5,0
Thyme,Thyme,,Tropical Heat,PRIMA,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,6,60,42,18,0.3,0
Beef liver ( Chemical free ) - frozen,Beefliver,,,El rancho,Chemical free beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60,45,15,0.25,0
Pumpkin jam (natural),241010,,,Green valley,Jam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,60,45,15,0.25,0
Balady lettuce (chemical free),501050,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,10,60,42.5,17.5,0.291667,0
Nectarine jam (natural),241025,,,Green valley,Jam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60,45,15,0.25,0
Mango jam (natural),Mangojamnatural,,,Green valley,Sweeteners,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,60,45,15,0.25,0
Date zaghlool,Datezaghlool,,NGS,Nawaya,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,8,60,48,12,0.2,0
Shine/Split end hair serum,ShineSplitendhairserum,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,60,48,12,0.2,0
Green beans (chemical free),Greenbeans(chemicalfree),,,Tabiey,Chemical free vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,60,25.5,34.5,0.575,0
Date Hayani,DateHayani,,NGS,Nawaya,Fresh fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,8,60,48,12,0.2,0
Baby leaf lettuce ( aquaponic ),Babyleaflettuce,,Bustan,Bustan aquaponics,Aquaponic vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,48,12,0.2,0
Nutmeg,431017,,,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,58.5,45,13.5,0.230769,0
Purple superberry juice,361006,,,NGS,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,58,0,58,1,0
Chives,Chives,,NGS,MAKAR,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,58,46,12,0.206897,0
Mixed nuts (trail mix),40013,,,NGS,Nuts,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,58,0,58,1,0
Tofu (organic),281129,,,HV,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58,45,13,0.224138,0
Transparent glycerin soap,Transparentglycerinesoap,,Nefertari,Nefrtari,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,58,43,15,0.258621,0
Kerrygold white cheddar ( slices),Kerrygoldwhitecheddarslices,,,Seteen,cheese,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3,57.75,46.5,11.25,0.194805,0
Flax seed bread (organic),201001,,,Food stores,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,57.5,46,11.5,0.2,0
Mixed Herbs,MixedHerbs,,Tropical Heat,PRIMA,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,57,42,15,0.263158,0
Almond milk with dark chocolate,Silkalmondmilkdarkchocolate,,Pure almond,trade master,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,45.56,11.44,0.200702,0
Organic fresh spearmint,Organicfreshspearmint,,NGS,Sara nour,Organic fresh fruits & vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,56.25,45,11.25,0.2,0
Roland wild rice,201006,,,Food stores,Rice,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,56.25,45,11.25,0.2,0
Cucumber (chemical free),Cucumberchemicalfree,,,,General,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,10,56,51.25,4.75,0.084821,0
Fava beans (organic),461038,,,Sara nour,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,56,40,16,0.285714,0
White tea fennel and peppermint,Whiteteafennelandpeppermint,,,bel,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,56,44,12,0.214286,0
Couscous (golden),281065,,,HV,Grains,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,56,41.25,14.75,0.263393,0
Tufo,Tufo,,NGS,Favorito,Soy Products,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,55.5,0,55.5,1,0
Milk chocolate ( organic ),Vivanivollmilchmilke,,Vivani,Egyption business systems,Chocolate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55.5,44,11.5,0.207207,0
Tomato (chemical free),501038,,,Tabiey,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,55.3,42.5,12.8,0.231465,0
Dark chocolate with mint ( organic ),Vivanipfefferminzmint,,Vivani,Egyption business systems,Chocolate,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,55,44,11,0.2,0
Ying/Yang Facial Acne Soap,YingYangFacialAcneSoap,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,55,44,11,0.2,0
Mini pasta ( Gluten free ),MinipastaGlutenfree,,NGS,international company,Pasta,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,55,44,11,0.2,0
Zucchini ( chemical free ),461033,,,NGS,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,55,0,55,1,0
Facial soap with goat milk,261016,,,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,55,44,11,0.2,0
Mestemacher organic whole rye bread,4.00045E+12,,Mestemacher,Food stores,Bread,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,54.625,46,8.625,0.157895,0
Power Protein Bar Peanut,6.22108E+12,,imtenan,imtenan,Cereals & Snacks,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54.6,42,12.6,0.230769,0
Thyme,Thyme,,NGS,Offah,Fresh Produce,,0,0,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,54.2,41.7,12.5,0.230627,0
Molokheya,Molokheya,,NGS,Offah,Fresh Produce,,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,54.16,41.68,12.48,0.230428,0
Australian beef rib eye,Australianbeefribeye,,NGS,NGS,Australian beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,17.5,36.5,0.675926,0
Red romaine (chemical free),341034,,,MAKAR,Vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,54,37.5,16.5,0.305556,0
Mixed Spices,MixedSpices,,Tropical Heat,PRIMA,Spices,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,54,42,12,0.222222,0
Almond biscutis (Gluten free) - traces of gluten,251001,,,Granny's,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,54,0,54,1,0
Soy milk ( Banana ),SoymilkBanana,,NGS,El_Ansary,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,54,43.5,10.5,0.194444,0
Kaka,Kaka,,Kheir Misr,Rafic,Fresh vegetables,,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,45,9,0.166667,0
Cauliflower,Cauliflower,,NGS,Offah,Fresh Produce,,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53.2,44.35,8.85,0.166353,0
Moringa powder (organic ),551002,,,NGS,Beverages,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53,0,53,1,0
Soy Milk calcium plus,8.85103E+12,,vitamilk,imtenan,milk,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52.02,40,12.02,0.231065,0
Red Plum,RedPlum,,NGS,Offah,Fresh Produce,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,40,12,0.230769,0
Hamburger (chemical free) - frozen,151010,,,El rancho,Beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,52,42.5,9.5,0.182692,0
Raw Pistachio Kernel,60014,,abu auf,abu auf,Nuts & Dried Fruits,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,40,12,0.230769,0
Zarda extra virgin olive oil,Zardaextravirgin,,NGS,Favorito,Oil & Vinegar  ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.5,41.25,10.25,0.199029,0
Soya milk with red fruits 250ml,Soyareedfruits,,Alpro,El_Ansary,Non-dairy milk,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,6,51.5,43.5,8,0.15534,0
Fennel ( chemical free ),Fennelbaladi100gr,,NGS,Sara nour,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,51.5,40,11.5,0.223301,0
Mulberry jam (natural),241026,,,Green valley,Jam,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,51,45,6,0.117647,0
Cinnamon raisin Granola,39978001887,,nefertari,health harvest,whole grain,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,37.8,13.2,0.258824,0
Lemon grass (chemical free),341022,,,MAKAR,Herbs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,16,51,32,19,0.372549,0
Ginger cake (Gluten free) - traces of gluten,251005,,,Granny's,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,50.75,20,30.75,0.605911,0
Annas Almond Thins,AnnasAlmondThins,,Biscuits,Food stuffe trading,Snacks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50.25,40.2,10.05,0.2,0
Exotic peach jam,Exoticpeachjam,,NGS,Giovanna,Jams and Spreads,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,20,30,0.6,0
Facial mud scrub (dry/sensitive skin),Facialmudscrubdryskin,,Healing Herbs,HEALING HERBS,Cosmetics,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50,40,10,0.2,0
Earl Grey tea,EarlGreytea,,Ronnefeldt,Red Sea World,Herbal Drinks,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,40,10,0.2,0
Old Ghar Soap,18765432,,laurapel,Laurapel,cosmetics,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,20,30,0.6,0
Exotic strawberry jam,Exoticstrawberryjam,,NGS,Giovanna,Honey & Sweeteners,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,20,30,0.6,0
Organic fresh coriander,Organicfreshcoriander,,NGS,Sara nour,Organic fresh fruits & vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,40,10,0.2,0
Corn on the cob,Sunbulahcornoncob,,sea world,Red Sea World,Frozen,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,40,10,0.2,0
Green beans ( chemical free ),Organicgreenbeans,,NGS,Sara nour,Fresh vegetables,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,40,10,0.2,0
Lurpak slightly salted,Lurpakslightlysalted,,,Seteen,cheese,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,50,39.8,10.2,0.204,0
Cherry jam,Cherryjam,,NGS,Minnie's,Sweeteners,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,40,10,0.2,0
White vinegar ( organic ),Vinevinegarorganicwhitevinegar,,ponti,Integral group,Vinegar,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,50,39,11,0.22,0
Dried nectarine  ( chemical free ),Minniesdriednectarine,,NGS,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,40,10,0.2,0
Dried peach ( chemical free ),Minniesdriedpeach,,NGS,Minnie's,Dried fruits,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,40,10,0.2,0
Beef shanks ( Chemical free ) - frozen,Beefsh,,,El rancho,Chemical free beef,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,50,37.5,12.5,0.25,0
Brown sugar,1522C284,,Bob's Red Mill,HV,Honey & Sweeteners,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49.9,43.2,6.7,0.134269,0
